Vehicle_ID,Vehicle_Type,Route_ID,Date,Start_Location,End_Location,Distance_km,Average_Speed_kmh,Travel_Time_hrs,Number_of_Stops,Road_Type,Traffic_Level,Payload_kg,Idle_Time_min,Driving_Efficiency_Score,Estimated_Fuel_L
VH-0376,Tanker,RT-BIR-MAN-795,2022-10-30,Birmingham,Manchester,90.8,63.4,1.43,0,Highway,Low,17300.0,24.4,0.6885,36.65
VH-0248,Tanker,RT-CHI-DET-382,2023-02-18,Chicago,Detroit,425.0,74.9,5.67,7,Highway,High,29230.0,260.7,0.2497,289.86
VH-0053,Heavy Truck,RT-PHO-TUC-461,2023-08-17,Phoenix,Tucson,189.8,73.1,2.6,5,Highway,Low,18890.0,78.2,0.4268,83.66
VH-0183,Tanker,RT-HOU-NEW-308,2023-03-16,Houston,New Orleans,624.4,60.6,10.3,12,Rural,High,21360.0,392.2,0.2,311.2
VH-0191,Van,RT-COL-CIN-876,2023-12-31,Columbus,Cincinnati,183.8,74.0,2.48,5,Highway,Congested,1130.0,214.8,0.2553,4.85
VH-0004,Tanker,RT-NOR-CAM-585,2022-06-12,Norwich,Cambridge,77.5,78.0,0.99,0,Highway,Low,19410.0,22.9,0.7386,35.1
VH-0046,Heavy Truck,RT-ABE-INV-697,2024-07-24,Aberdeen,Inverness,137.3,56.9,2.41,2,Mixed,Moderate,21490.0,49.4,0.5315,68.85
VH-0119,Tanker,RT-MAN-LIV-991,2023-05-12,Manchester,Liverpool,58.7,38.8,1.51,0,Urban,Moderate,25220.0,28.5,0.6012,34.54
VH-0036,Heavy Truck,RT-COL-CIN-659,2024-11-02,Columbus,Cincinnati,159.0,81.0,1.96,3,Highway,Low,18280.0,82.5,0.4492,67.82
VH-0180,Heavy Truck,RT-NAS-MEM-711,2023-02-08,Nashville,Memphis,304.4,64.5,4.72,5,Highway,Congested,22200.0,95.7,0.3281,157.68
VH-0041,Refrigerated Truck,RT-BRI-CAR-725,2022-03-09,Bristol,Cardiff,57.2,69.2,0.83,1,Highway,High,11990.0,24.4,0.7059,16.0
VH-0363,Van,RT-LON-CAM-701,2024-10-20,London,Cambridge,98.2,82.0,1.2,0,Highway,Moderate,2080.0,28.5,0.7272,4.77
VH-0022,Van,RT-LEI-NOT-673,2022-05-09,Leicester,Nottingham,30.3,56.4,0.54,1,Urban,Moderate,3360.0,36.8,0.6159,2.38
VH-0273,Tanker,RT-HOU-NEW-891,2024-04-24,Houston,New Orleans,645.7,70.3,9.18,11,Highway,Low,16490.0,282.4,0.2291,248.44
VH-0232,Van,RT-NEW-PHI-656,2022-01-17,New York,Philadelphia,155.2,85.9,1.81,1,Highway,Moderate,1340.0,38.7,0.6964,4.85
VH-0120,Flatbed,RT-NOR-CAM-592,2023-08-22,Norwich,Cambridge,66.9,62.9,1.06,0,Rural,Low,14880.0,23.6,0.6904,23.23
VH-0143,Heavy Truck,RT-LON-COV-884,2023-02-02,London,Coventry,176.6,55.7,3.17,0,Mixed,Low,20370.0,11.4,0.7196,83.94
VH-0351,Van,RT-COV-LEI-799,2022-07-10,Coventry,Leicester,32.0,64.2,0.5,1,Mixed,Moderate,1820.0,40.1,0.6255,1.36
VH-0355,Van,RT-CHI-IND-639,2024-03-05,Chicago,Indianapolis,323.5,80.5,4.02,3,Highway,High,1420.0,75.4,0.4773,10.72
VH-0229,Tanker,RT-COL-CIN-355,2023-11-17,Columbus,Cincinnati,148.8,68.6,2.17,2,Highway,Congested,18260.0,72.4,0.4708,63.4
VH-0048,Heavy Truck,RT-EXE-PLY-256,2022-01-21,Exeter,Plymouth,47.2,58.6,0.81,0,Rural,Moderate,19840.0,8.6,0.74,21.85
VH-0321,Flatbed,RT-YOR-LEE-499,2024-03-06,York,Leeds,31.7,88.0,0.36,2,Highway,High,12560.0,92.2,0.4465,9.29
VH-0215,Medium Truck,RT-COL-CIN-690,2022-10-12,Columbus,Cincinnati,146.8,70.1,2.09,0,Highway,Congested,6640.0,29.7,0.6865,22.74
VH-0401,Heavy Truck,RT-LON-COV-673,2024-02-25,London,Coventry,154.0,64.7,2.38,5,Highway,High,12180.0,158.0,0.2274,43.77
VH-0252,Heavy Truck,RT-NEW-LEE-154,2023-07-07,Newcastle,Leeds,116.2,73.4,1.58,1,Highway,Low,21310.0,26.7,0.709,57.78
VH-0199,Refrigerated Truck,RT-LOU-LEX-434,2024-12-02,Louisville,Lexington,98.9,43.9,2.25,1,Urban,Moderate,20370.0,28.9,0.6113,47.01
VH-0254,Heavy Truck,RT-MIA-ORL-791,2023-10-29,Miami,Orlando,364.4,78.8,4.62,5,Highway,High,16160.0,162.9,0.2697,137.4
VH-0398,Refrigerated Truck,RT-DAL-HOU-614,2024-07-31,Dallas,Houston,432.5,59.9,7.22,6,Highway,Moderate,13210.0,140.7,0.2083,133.31
VH-0198,Refrigerated Truck,RT-CHI-IND-752,2024-03-21,Chicago,Indianapolis,340.6,71.0,4.8,4,Highway,Low,18290.0,62.7,0.4918,145.36
VH-0384,Tanker,RT-DEN-SAL-329,2024-04-28,Denver,Salt Lake City,787.8,66.8,11.79,12,Highway,Low,18220.0,168.2,0.2186,334.92
VH-0085,Tanker,RT-ATL-CHA-918,2023-05-30,Atlanta,Charlotte,375.8,59.7,6.29,4,Highway,Moderate,17890.0,65.2,0.4474,156.87
VH-0130,Van,RT-LEI-NOT-566,2023-05-28,Leicester,Nottingham,25.7,75.0,0.34,2,Highway,Low,2080.0,41.1,0.6204,1.25
VH-0367,Heavy Truck,RT-LIV-MAN-455,2024-12-16,Liverpool,Manchester,46.4,43.3,1.07,1,Urban,Low,11480.0,34.3,0.587,12.43
VH-0344,Heavy Truck,RT-COL-CIN-150,2023-10-17,Columbus,Cincinnati,166.1,69.0,2.41,2,Highway,Low,13580.0,36.3,0.6224,52.63
VH-0279,Tanker,RT-BRI-CAR-988,2024-10-22,Bristol,Cardiff,50.8,67.5,0.75,0,Highway,Congested,25640.0,25.8,0.695,30.39
VH-0476,Tanker,RT-DEN-SAL-898,2022-04-08,Denver,Salt Lake City,776.4,56.3,13.79,15,Mixed,Moderate,25070.0,198.6,0.1871,454.17
VH-0143,Heavy Truck,RT-NEW-LEE-730,2024-11-01,Newcastle,Leeds,112.3,74.4,1.51,4,Highway,Moderate,25710.0,38.1,0.6044,67.37
VH-0497,Medium Truck,RT-LON-BRI-457,2023-07-02,London,Bristol,160.4,61.2,2.62,2,Mixed,Low,5730.0,36.5,0.5982,21.45
VH-0236,Medium Truck,RT-NAS-MEM-967,2023-11-15,Nashville,Memphis,336.6,64.5,5.22,7,Rural,Moderate,10390.0,161.3,0.2185,81.6
VH-0068,Heavy Truck,RT-DEN-SAL-320,2023-08-17,Denver,Salt Lake City,687.8,76.8,8.96,13,Highway,Low,25320.0,256.0,0.2486,406.35
VH-0163,Tanker,RT-MIA-ORL-226,2024-01-21,Miami,Orlando,324.9,60.6,5.36,0,Highway,Low,22190.0,20.7,0.6956,168.22
VH-0114,Medium Truck,RT-MAN-LEE-511,2022-08-11,Manchester,Leeds,74.2,81.8,0.91,1,Highway,Low,13810.0,48.2,0.6446,23.91
VH-0282,Tanker,RT-NEW-BOS-344,2024-07-04,New York,Boston,389.0,66.6,5.84,4,Highway,Low,16650.0,121.2,0.2398,151.13
VH-0495,Tanker,RT-LON-COV-283,2022-06-28,London,Coventry,137.0,85.5,1.6,2,Highway,Low,18730.0,52.8,0.6032,59.87
VH-0212,Tanker,RT-NEW-PHI-464,2024-04-27,New York,Philadelphia,153.7,65.2,2.36,1,Highway,Moderate,21030.0,19.3,0.7152,75.42
VH-0174,Tanker,RT-MIA-ORL-567,2024-05-12,Miami,Orlando,402.7,57.4,7.02,7,Highway,High,20080.0,133.3,0.1972,188.68
VH-0482,Flatbed,RT-NEW-LEE-215,2023-10-06,Newcastle,Leeds,117.1,40.3,2.91,1,Urban,Moderate,10450.0,46.8,0.5259,28.55
VH-0004,Tanker,RT-LON-BIR-142,2024-09-25,London,Birmingham,174.5,49.0,3.56,0,Rural,High,28850.0,27.9,0.6307,117.47
VH-0219,Flatbed,RT-NEW-BOS-193,2024-12-06,New York,Boston,313.9,68.8,4.56,7,Highway,Moderate,11020.0,71.8,0.4322,80.71
VH-0435,Refrigerated Truck,RT-YOR-LEE-688,2023-01-20,York,Leeds,31.2,69.9,0.45,2,Highway,Moderate,11370.0,32.4,0.6414,8.28
VH-0412,Van,RT-MAN-LIV-183,2023-10-17,Manchester,Liverpool,52.5,44.7,1.17,2,Urban,Low,1700.0,57.2,0.4624,2.08
VH-0446,Refrigerated Truck,RT-LOS-SAN-823,2022-08-10,Los Angeles,San Francisco,548.8,76.3,7.19,5,Highway,High,10640.0,182.2,0.2622,136.25
VH-0271,Heavy Truck,RT-MAN-LIV-743,2023-11-16,Manchester,Liverpool,56.8,48.8,1.16,1,Urban,Low,22000.0,26.4,0.6364,29.16
VH-0476,Tanker,RT-LOU-LEX-430,2022-05-13,Louisville,Lexington,95.1,74.7,1.27,2,Highway,Low,19570.0,39.9,0.6245,43.43
VH-0364,Van,RT-NOR-CAM-500,2023-08-06,Norwich,Cambridge,76.9,67.0,1.15,3,Rural,Low,1550.0,46.4,0.5577,2.78
VH-0397,Van,RT-ABE-INV-816,2024-01-25,Aberdeen,Inverness,169.0,54.7,3.09,5,Urban,Congested,1790.0,119.8,0.1983,7.06
VH-0155,Flatbed,RT-LON-CAM-515,2022-09-02,London,Cambridge,104.7,81.2,1.29,0,Highway,High,23300.0,25.5,0.7373,56.92
VH-0395,Van,RT-BRI-BAT-110,2024-08-05,Bristol,Bath,19.9,57.2,0.35,0,Urban,High,1240.0,21.2,0.6833,0.58
VH-0425,Medium Truck,RT-LON-LUT-665,2022-12-14,London,Luton,53.9,64.7,0.83,0,Mixed,Low,12860.0,22.6,0.6999,16.17
VH-0461,Medium Truck,RT-LOU-LEX-194,2024-08-21,Louisville,Lexington,82.7,43.4,1.91,1,Urban,High,10090.0,53.8,0.506,19.47
VH-0230,Refrigerated Truck,RT-NAS-MEM-463,2022-03-17,Nashville,Memphis,363.6,64.0,5.68,4,Rural,Moderate,14220.0,53.8,0.5078,120.64
VH-0310,Medium Truck,RT-LIV-MAN-158,2022-05-22,Liverpool,Manchester,50.4,45.9,1.1,1,Urban,Moderate,7150.0,48.8,0.5344,8.41
VH-0352,Heavy Truck,RT-EDI-DUN-599,2022-05-31,Edinburgh,Dundee,92.9,74.3,1.25,2,Highway,High,13960.0,70.0,0.4979,30.26
VH-0302,Flatbed,RT-SHE-HUL-840,2023-06-12,Sheffield,Hull,85.7,59.6,1.44,1,Mixed,Low,20130.0,34.5,0.635,40.25
VH-0154,Van,RT-MAN-LEE-947,2023-12-28,Manchester,Leeds,64.0,76.5,0.84,0,Highway,Moderate,3480.0,12.4,0.7778,5.2
VH-0077,Refrigerated Truck,RT-CAR-NEW-985,2024-02-22,Cardiff,Newport,19.0,36.1,0.53,1,Urban,Congested,14960.0,32.6,0.5842,6.63
VH-0189,Medium Truck,RT-LON-BIR-535,2023-10-19,London,Birmingham,171.1,76.2,2.25,1,Highway,Moderate,12930.0,39.5,0.664,51.62
VH-0076,Flatbed,RT-NAS-MEM-950,2022-09-21,Nashville,Memphis,378.0,51.0,7.41,4,Urban,Moderate,14980.0,97.0,0.2888,132.12
VH-0324,Refrigerated Truck,RT-COL-CIN-857,2022-02-10,Columbus,Cincinnati,174.9,74.5,2.35,2,Highway,Moderate,14110.0,56.7,0.5539,57.58
VH-0061,Refrigerated Truck,RT-BIR-MAN-934,2022-01-08,Birmingham,Manchester,109.3,42.6,2.57,1,Urban,Moderate,16250.0,29.3,0.6057,41.44
VH-0285,Heavy Truck,RT-LON-BRI-782,2024-04-11,London,Bristol,196.4,62.5,3.14,2,Highway,Low,17990.0,75.5,0.4396,82.44
VH-0087,Tanker,RT-SEA-POR-943,2024-08-10,Seattle,Portland,245.8,58.7,4.19,4,Highway,High,22860.0,142.9,0.2161,131.11
VH-0252,Heavy Truck,RT-PHO-TUC-202,2022-09-23,Phoenix,Tucson,159.8,63.5,2.52,3,Highway,Low,16170.0,62.4,0.4805,60.29
VH-0054,Tanker,RT-DET-CLE-128,2024-06-07,Detroit,Cleveland,282.0,68.1,4.14,9,Highway,Moderate,21020.0,210.3,0.2243,138.31
VH-0494,Flatbed,RT-PHO-TUC-707,2022-08-18,Phoenix,Tucson,163.1,69.2,2.36,0,Highway,Moderate,19820.0,14.1,0.7488,75.43
VH-0419,Medium Truck,RT-COV-LEI-510,2024-01-25,Coventry,Leicester,31.1,80.8,0.38,1,Highway,Moderate,13740.0,48.0,0.6424,9.97
VH-0123,Flatbed,RT-DET-CLE-145,2023-12-22,Detroit,Cleveland,288.1,55.3,5.21,5,Mixed,High,18370.0,167.5,0.1992,123.49
VH-0025,Van,RT-PHO-TUC-754,2024-05-02,Phoenix,Tucson,172.9,80.1,2.16,2,Highway,Moderate,2810.0,68.4,0.522,11.34
VH-0243,Van,RT-LON-CAM-621,2023-06-21,London,Cambridge,92.0,81.0,1.14,3,Highway,Low,2820.0,38.5,0.6326,6.05
VH-0231,Flatbed,RT-SOU-POR-770,2023-11-14,Southampton,Portsmouth,34.8,51.7,0.67,0,Urban,Moderate,23780.0,29.6,0.6318,19.31
VH-0282,Tanker,RT-NOR-CAM-281,2022-09-12,Norwich,Cambridge,66.6,55.3,1.2,0,Rural,Low,22050.0,19.5,0.6846,34.27
VH-0180,Heavy Truck,RT-LON-COV-252,2022-09-10,London,Coventry,163.1,82.3,1.98,1,Highway,Moderate,14070.0,23.5,0.749,53.55
VH-0196,Heavy Truck,RT-PHO-TUC-344,2024-01-27,Phoenix,Tucson,172.6,68.0,2.54,3,Highway,Low,13030.0,65.1,0.4828,52.48
VH-0348,Van,RT-MAN-LEE-756,2023-10-20,Manchester,Leeds,60.7,71.4,0.85,0,Highway,Low,1540.0,17.0,0.7434,2.18
VH-0202,Medium Truck,RT-SEA-POR-963,2023-11-06,Seattle,Portland,263.6,72.9,3.62,3,Highway,High,7090.0,102.2,0.3429,43.61
VH-0170,Flatbed,RT-LEI-NOT-359,2024-10-02,Leicester,Nottingham,23.7,65.9,0.36,2,Highway,Low,21180.0,42.5,0.5873,11.71
VH-0246,Heavy Truck,RT-MIA-ORL-397,2023-02-08,Miami,Orlando,404.4,73.0,5.54,6,Highway,Low,20630.0,83.9,0.398,194.66
VH-0382,Medium Truck,RT-ABE-INV-184,2023-03-29,Aberdeen,Inverness,164.1,74.0,2.22,1,Rural,Low,6240.0,49.6,0.6153,23.89
VH-0226,Refrigerated Truck,RT-NAS-MEM-802,2023-07-22,Nashville,Memphis,332.3,69.0,4.82,2,Highway,Moderate,11420.0,52.0,0.557,88.55
VH-0370,Van,RT-DAL-HOU-842,2024-10-10,Dallas,Houston,391.5,89.2,4.39,3,Highway,High,3410.0,92.8,0.4309,31.15
VH-0248,Tanker,RT-DET-CLE-756,2023-09-11,Detroit,Cleveland,277.8,67.7,4.1,5,Highway,Low,19520.0,54.4,0.5098,126.53
VH-0164,Van,RT-SHE-HUL-132,2023-12-22,Sheffield,Hull,80.2,60.0,1.34,2,Mixed,Moderate,1830.0,46.4,0.5533,3.42
VH-0439,Heavy Truck,RT-NEW-BOS-489,2023-01-21,New York,Boston,376.0,71.0,5.3,3,Highway,Congested,18250.0,81.4,0.4238,160.11
VH-0303,Van,RT-RIC-BAL-304,2023-02-08,Richmond,Baltimore,203.6,69.0,2.95,2,Mixed,Moderate,2530.0,59.4,0.5262,12.02
VH-0296,Flatbed,RT-LIV-MAN-649,2024-12-02,Liverpool,Manchester,52.4,47.2,1.11,0,Urban,Moderate,8080.0,16.5,0.6729,9.88
VH-0162,Heavy Truck,RT-EXE-PLY-372,2023-07-13,Exeter,Plymouth,53.9,65.1,0.83,1,Rural,Moderate,19270.0,37.0,0.6411,24.24
VH-0411,Tanker,RT-LIV-MAN-366,2024-08-28,Liverpool,Manchester,52.4,37.3,1.4,1,Urban,Moderate,22300.0,16.9,0.6496,27.27
VH-0319,Flatbed,RT-LON-CAM-918,2024-12-10,London,Cambridge,94.9,80.0,1.19,4,Highway,High,8020.0,87.1,0.4171,17.76
VH-0037,Medium Truck,RT-MIA-ORL-319,2022-08-21,Miami,Orlando,337.8,78.3,4.31,6,Highway,Moderate,10600.0,117.7,0.2731,83.55
VH-0492,Tanker,RT-LON-COV-749,2024-10-26,London,Coventry,168.6,40.8,4.13,1,Urban,Moderate,22930.0,37.5,0.5661,90.21
VH-0040,Refrigerated Truck,RT-LIV-MAN-154,2024-03-21,Liverpool,Manchester,48.3,43.0,1.12,3,Urban,Moderate,14410.0,35.6,0.5307,16.24
VH-0330,Tanker,RT-BRI-CAR-952,2023-09-11,Bristol,Cardiff,44.5,48.8,0.91,0,Mixed,Low,20770.0,22.2,0.6539,21.57
VH-0482,Flatbed,RT-CAR-NEW-449,2023-04-18,Cardiff,Newport,21.7,56.6,0.38,1,Rural,Moderate,24350.0,38.6,0.609,12.33
VH-0364,Van,RT-BRI-BAT-868,2022-06-20,Bristol,Bath,21.3,54.4,0.39,0,Urban,Low,2230.0,12.1,0.7128,1.11
VH-0228,Tanker,RT-BIR-WOL-953,2023-11-29,Birmingham,Wolverhampton,20.3,46.4,0.44,2,Urban,Low,28770.0,56.9,0.4688,13.63
VH-0475,Medium Truck,RT-BRI-BAT-684,2023-05-27,Bristol,Bath,18.4,48.8,0.38,3,Urban,Low,12160.0,73.2,0.3914,5.22
VH-0270,Medium Truck,RT-LON-BRI-176,2022-10-01,London,Bristol,189.8,88.0,2.16,3,Highway,Moderate,6710.0,71.2,0.5173,29.72
VH-0133,Van,RT-MIN-MIL-599,2022-08-07,Minneapolis,Milwaukee,478.7,77.0,6.22,11,Highway,Moderate,1730.0,97.3,0.3438,19.32
VH-0174,Tanker,RT-CHI-DET-641,2022-06-25,Chicago,Detroit,488.9,68.8,7.11,7,Highway,Moderate,18800.0,177.2,0.2314,214.46
VH-0375,Medium Truck,RT-CAR-NEW-243,2022-01-26,Cardiff,Newport,17.2,51.1,0.34,0,Urban,Low,8240.0,15.9,0.687,3.31
VH-0266,Flatbed,RT-CAR-NEW-549,2022-08-27,Cardiff,Newport,19.7,73.5,0.27,1,Highway,Low,13430.0,39.3,0.6567,6.17
VH-0332,Medium Truck,RT-HOU-NEW-281,2023-11-06,Houston,New Orleans,523.5,69.5,7.53,6,Highway,Moderate,5540.0,105.6,0.2971,67.67
VH-0378,Refrigerated Truck,RT-NOR-CAM-766,2022-07-30,Norwich,Cambridge,75.0,64.3,1.17,0,Rural,Low,17000.0,26.6,0.6821,29.75
VH-0145,Medium Truck,RT-COV-LEI-869,2022-01-15,Coventry,Leicester,34.2,74.7,0.46,1,Highway,High,5990.0,25.5,0.7178,4.78
VH-0044,Refrigerated Truck,RT-SHE-HUL-391,2022-09-05,Sheffield,Hull,87.4,72.0,1.21,0,Rural,Moderate,10650.0,19.4,0.7352,21.72
VH-0438,Refrigerated Truck,RT-COV-LEI-210,2022-03-04,Coventry,Leicester,29.7,67.3,0.44,1,Highway,Low,19490.0,49.1,0.5973,13.51
VH-0231,Flatbed,RT-NOR-CAM-733,2024-06-11,Norwich,Cambridge,72.0,55.2,1.3,1,Urban,Low,19930.0,44.5,0.5802,33.48
VH-0258,Tanker,RT-MIA-ORL-574,2022-10-28,Miami,Orlando,398.1,45.1,8.83,3,Mixed,Moderate,25370.0,74.4,0.3753,235.66
VH-0096,Medium Truck,RT-LOS-LAS-526,2022-07-28,Los Angeles,Las Vegas,390.7,74.2,5.27,1,Highway,Moderate,13540.0,37.5,0.6664,123.44
VH-0160,Tanker,RT-LON-LUT-836,2022-11-03,London,Luton,43.7,55.7,0.78,1,Mixed,Moderate,17870.0,54.1,0.5417,18.22
VH-0059,Heavy Truck,RT-CHI-IND-322,2022-10-09,Chicago,Indianapolis,305.9,80.5,3.8,6,Highway,High,15030.0,87.8,0.4042,107.28
VH-0053,Heavy Truck,RT-EDI-DUN-656,2023-01-10,Edinburgh,Dundee,88.1,68.4,1.29,3,Highway,High,13770.0,115.6,0.2735,28.31
VH-0129,Van,RT-LON-BIR-588,2024-03-15,London,Birmingham,162.2,51.9,3.13,1,Urban,High,1990.0,60.1,0.5053,7.53
VH-0427,Refrigerated Truck,RT-BRI-CAR-262,2023-06-03,Bristol,Cardiff,56.0,72.2,0.78,1,Highway,Congested,12380.0,50.2,0.6074,16.18
VH-0124,Medium Truck,RT-KAN-ST -733,2022-10-03,Kansas City,St Louis,493.4,77.9,6.33,5,Highway,High,5270.0,169.7,0.267,60.67
VH-0471,Refrigerated Truck,RT-LON-CAM-825,2024-05-23,London,Cambridge,90.4,62.0,1.46,0,Highway,Moderate,15490.0,19.8,0.7035,32.67
VH-0203,Van,RT-DEN-SAL-176,2022-10-02,Denver,Salt Lake City,751.7,82.3,9.13,5,Highway,Congested,2250.0,216.6,0.2802,39.46
VH-0021,Medium Truck,RT-DAL-HOU-815,2023-03-24,Dallas,Houston,414.5,83.1,4.99,6,Highway,Low,5180.0,100.0,0.3612,50.1
VH-0019,Heavy Truck,RT-ABE-INV-248,2024-10-06,Aberdeen,Inverness,163.9,71.3,2.3,3,Highway,Moderate,21430.0,89.4,0.3914,81.96
VH-0146,Tanker,RT-ATL-CHA-862,2024-06-13,Atlanta,Charlotte,439.1,37.8,11.62,4,Urban,Low,28280.0,58.1,0.4179,289.75
VH-0416,Refrigerated Truck,RT-COL-CIN-694,2023-04-25,Columbus,Cincinnati,155.6,42.0,3.7,1,Urban,Moderate,18530.0,42.4,0.5493,67.28
VH-0283,Tanker,RT-EXE-PLY-690,2024-11-13,Exeter,Plymouth,62.7,55.7,1.13,1,Rural,Low,17540.0,44.3,0.5825,25.66
VH-0098,Flatbed,RT-YOR-LEE-628,2024-05-23,York,Leeds,36.7,73.4,0.5,1,Highway,Congested,15810.0,59.9,0.5706,13.54
VH-0011,Tanker,RT-DEN-SAL-891,2024-07-24,Denver,Salt Lake City,788.2,57.2,13.78,9,Highway,Low,28560.0,182.4,0.1916,525.26
VH-0334,Refrigerated Truck,RT-MAN-LIV-798,2024-05-23,Manchester,Liverpool,50.0,40.8,1.23,0,Urban,Moderate,19490.0,10.9,0.677,22.74
VH-0297,Medium Truck,RT-NEW-BOS-454,2022-04-27,New York,Boston,379.0,77.9,4.87,9,Highway,Low,11360.0,112.5,0.285,100.46
VH-0004,Tanker,RT-DEN-SAL-679,2023-09-02,Denver,Salt Lake City,811.2,70.3,11.54,13,Highway,Moderate,23270.0,209.9,0.2291,440.45
VH-0145,Medium Truck,RT-COL-CIN-616,2024-02-13,Columbus,Cincinnati,160.9,97.5,1.65,1,Highway,Moderate,8120.0,33.5,0.7529,30.49
VH-0214,Van,RT-LOS-SAN-174,2024-01-05,Los Angeles,San Francisco,628.7,89.4,7.03,4,Highway,Low,1810.0,74.5,0.4978,26.55
VH-0313,Flatbed,RT-BRI-BAT-444,2023-11-13,Bristol,Bath,16.2,38.4,0.42,3,Urban,Moderate,23300.0,47.5,0.4721,8.81
VH-0052,Refrigerated Truck,RT-LON-CAM-695,2022-07-17,London,Cambridge,90.0,37.5,2.4,0,Urban,Moderate,12910.0,20.3,0.6354,27.11
VH-0212,Tanker,RT-SHE-HUL-710,2022-02-23,Sheffield,Hull,66.8,54.0,1.24,1,Mixed,Moderate,28750.0,46.3,0.5691,44.81
VH-0211,Medium Truck,RT-PHO-TUC-511,2023-04-15,Phoenix,Tucson,212.4,79.3,2.68,2,Highway,Low,13390.0,50.3,0.595,66.36
VH-0388,Heavy Truck,RT-EDI-DUN-608,2023-05-02,Edinburgh,Dundee,95.0,65.7,1.45,1,Highway,Congested,11040.0,31.8,0.6646,24.47
VH-0453,Van,RT-LON-COV-989,2024-08-12,London,Coventry,172.3,88.6,1.94,2,Highway,Low,3110.0,52.8,0.6125,12.5
VH-0492,Tanker,RT-MAN-LEE-243,2022-08-18,Manchester,Leeds,60.3,42.6,1.42,2,Urban,High,24500.0,71.0,0.3986,34.47
VH-0265,Van,RT-BRI-CAR-461,2023-04-17,Bristol,Cardiff,54.0,89.4,0.6,2,Highway,High,2630.0,89.4,0.4624,3.31
VH-0484,Tanker,RT-NOR-CAM-172,2022-09-03,Norwich,Cambridge,69.9,51.8,1.35,1,Rural,Moderate,17090.0,35.5,0.6075,27.87
VH-0463,Heavy Truck,RT-COV-LEI-172,2023-03-22,Coventry,Leicester,28.8,76.9,0.37,2,Highway,Low,23710.0,46.9,0.602,15.93
VH-0045,Heavy Truck,RT-NOR-CAM-615,2024-12-31,Norwich,Cambridge,66.2,44.5,1.49,2,Rural,Congested,24360.0,75.5,0.3856,37.63
VH-0207,Flatbed,RT-COV-LEI-789,2023-06-16,Coventry,Leicester,33.4,70.9,0.47,3,Highway,High,24510.0,99.2,0.3494,19.1
VH-0426,Refrigerated Truck,RT-BIR-MAN-404,2024-05-05,Birmingham,Manchester,109.5,61.7,1.77,3,Highway,High,8260.0,89.4,0.3626,21.1
VH-0281,Tanker,RT-ABE-INV-124,2023-06-02,Aberdeen,Inverness,139.5,74.0,1.89,2,Highway,High,19570.0,46.1,0.5966,63.7
VH-0279,Tanker,RT-BRI-CAR-645,2024-08-21,Bristol,Cardiff,50.4,62.6,0.81,0,Highway,Low,21370.0,15.6,0.7228,25.13
VH-0229,Tanker,RT-NAS-MEM-314,2022-01-23,Nashville,Memphis,315.8,42.2,7.48,3,Urban,Low,23610.0,46.5,0.4829,173.97
VH-0341,Tanker,RT-NEW-LEE-414,2023-02-24,Newcastle,Leeds,96.1,62.6,1.54,1,Rural,Low,18200.0,30.7,0.6599,40.81
VH-0157,Refrigerated Truck,RT-NEW-LEE-101,2024-03-20,Newcastle,Leeds,112.9,69.6,1.62,1,Highway,Moderate,8290.0,15.3,0.745,21.84
VH-0034,Van,RT-LON-BIR-684,2024-07-21,London,Birmingham,178.6,91.0,1.96,1,Highway,Low,1830.0,23.5,0.7751,7.63
VH-0156,Van,RT-NEW-LEE-711,2023-04-21,Newcastle,Leeds,122.5,74.6,1.64,2,Highway,Moderate,2700.0,57.8,0.5496,7.72
VH-0492,Tanker,RT-EDI-DUN-913,2024-02-13,Edinburgh,Dundee,95.2,72.8,1.31,1,Highway,High,16280.0,35.9,0.6688,36.16
VH-0400,Refrigerated Truck,RT-LON-BRI-853,2024-09-02,London,Bristol,162.2,51.2,3.17,0,Mixed,Moderate,14880.0,25.6,0.6469,56.32
VH-0225,Tanker,RT-ABE-INV-645,2022-06-22,Aberdeen,Inverness,170.8,39.8,4.29,2,Urban,Moderate,26850.0,38.7,0.5254,107.01
VH-0498,Refrigerated Truck,RT-DET-CLE-330,2024-09-02,Detroit,Cleveland,270.2,74.0,3.65,4,Highway,Moderate,11890.0,84.3,0.4108,74.96
VH-0020,Medium Truck,RT-LON-LUT-927,2024-11-10,London,Luton,49.2,61.9,0.79,1,Mixed,Moderate,8690.0,36.9,0.632,9.98
VH-0425,Medium Truck,RT-BRI-CAR-610,2022-03-04,Bristol,Cardiff,51.3,80.3,0.64,0,Highway,High,6020.0,10.6,0.7967,7.21
VH-0493,Refrigerated Truck,RT-NEW-BOS-456,2022-08-08,New York,Boston,323.0,69.1,4.67,9,Highway,High,16770.0,262.7,0.2273,126.39
VH-0449,Refrigerated Truck,RT-PHO-TUC-344,2023-10-29,Phoenix,Tucson,196.9,67.8,2.9,5,Rural,Moderate,21780.0,124.8,0.2367,100.06
VH-0339,Van,RT-CHI-DET-697,2023-04-28,Chicago,Detroit,415.6,83.2,5.0,5,Highway,Moderate,1480.0,76.4,0.4646,14.35
VH-0094,Van,RT-DAL-HOU-967,2023-10-06,Dallas,Houston,385.9,77.4,4.99,8,Highway,Moderate,1570.0,126.8,0.2544,14.14
