Manufacturer,Vehicle_Model,Vehicle_Class,Engine_Size_L,Engine_Cylinders,Transmission_Type,Fuel_Type_Code,Fuel_Type,Fuel_Consumption_City_L100km,Fuel_Consumption_Hwy_L100km,Fuel_Consumption_Combined_L100km,CO2_Emissions_g_per_km,Estimated_Annual_CO2_kg,Fuel_Cost_Per_100km_CAD,Estimated_Annual_Fuel_Cost_CAD,EV_CO2_Saving_g_per_km,EV_Annual_CO2_Saving_kg,Is_Diesel,Emission_Category
Audi,A8,Mid-Size,4.0,8,AS8,Z,Premium Gasoline,12.9,8.0,10.7,249,4980.0,15.51,3102.0,219,4380.0,0,Medium
Audi,A8L,Full-Size,4.0,8,AS8,Z,Premium Gasoline,13.1,8.3,10.9,255,5100.0,15.8,3160.0,225,4500.0,0,High
Audi,Q3,Compact,2.0,4,AS6,Z,Premium Gasoline,11.9,8.4,10.3,243,4860.0,14.94,2988.0,213,4260.0,0,Medium
Audi,Q3 QUATTRO,Compact,2.0,4,AS6,Z,Premium Gasoline,11.9,8.4,10.3,241,4820.0,14.94,2988.0,211,4220.0,0,Medium
Audi,Q5,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,12.0,8.6,10.5,246,4920.0,15.22,3044.0,216,4320.0,0,Medium
Audi,Q5,Suv - Small,3.0,6,AS8,Z,Premium Gasoline,13.2,9.2,11.4,267,5340.0,16.53,3306.0,237,4740.0,0,High
Audi,Q7,Suv - Standard,2.0,4,AS8,Z,Premium Gasoline,11.9,9.6,10.8,253,5060.0,15.66,3132.0,223,4460.0,0,High
Audi,Q7,Suv - Standard,3.0,6,AS8,Z,Premium Gasoline,12.6,9.4,11.1,260,5200.0,16.1,3220.0,230,4600.0,0,High
Audi,R8,Two-Seater,5.2,10,AM7,Z,Premium Gasoline,16.5,11.2,14.1,330,6600.0,20.44,4088.0,300,6000.0,0,High
Audi,R8 SPYDER,Two-Seater,5.2,10,AM7,Z,Premium Gasoline,16.5,11.2,14.1,330,6600.0,20.44,4088.0,300,6000.0,0,High
Audi,RS 7,Mid-Size,4.0,8,AS8,Z,Premium Gasoline,16.2,9.3,13.1,309,6180.0,18.99,3798.0,279,5580.0,0,High
Audi,S3,Subcompact,2.0,4,AM6,Z,Premium Gasoline,11.0,8.5,9.9,232,4640.0,14.36,2872.0,202,4040.0,0,Medium
Audi,S5,Subcompact,3.0,6,AM7,Z,Premium Gasoline,13.0,8.5,11.0,259,5180.0,15.95,3190.0,229,4580.0,0,High
Audi,S5,Subcompact,3.0,6,M6,Z,Premium Gasoline,13.8,9.0,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Audi,S5 CABRIOLET,Subcompact,3.0,6,AM7,Z,Premium Gasoline,13.3,9.1,11.4,266,5320.0,16.53,3306.0,236,4720.0,0,High
Audi,S6,Mid-Size,4.0,8,AM7,Z,Premium Gasoline,13.3,8.8,11.3,263,5260.0,16.39,3278.0,233,4660.0,0,High
Audi,S7,Mid-Size,4.0,8,AM7,Z,Premium Gasoline,13.4,8.8,11.4,265,5300.0,16.53,3306.0,235,4700.0,0,High
Audi,S8,Mid-Size,4.0,8,AS8,Z,Premium Gasoline,16.2,9.9,13.4,312,6240.0,19.43,3886.0,282,5640.0,0,High
Audi,SQ5,Suv - Small,3.0,6,AS8,Z,Premium Gasoline,14.1,9.9,12.2,285,5700.0,17.69,3538.0,255,5100.0,0,High
Bentley,BENTAYGA,Suv - Standard,6.0,12,AS8,Z,Premium Gasoline,18.8,12.2,15.9,370,7400.0,23.06,4612.0,340,6800.0,0,Very High
Bentley,FLYING SPUR,Mid-Size,4.0,8,AS8,Z,Premium Gasoline,17.0,9.9,13.8,321,6420.0,20.01,4002.0,291,5820.0,0,High
Bentley,FLYING SPUR,Mid-Size,6.0,12,AS8,Z,Premium Gasoline,19.6,11.7,16.0,375,7500.0,23.2,4640.0,345,6900.0,0,Very High
Bentley,MULSANNE,Mid-Size,6.8,8,AS8,Z,Premium Gasoline,21.3,12.8,17.5,407,8140.0,25.38,5076.0,377,7540.0,0,Very High
Bentley,MULSANNE EWB,Mid-Size,6.8,8,AS8,Z,Premium Gasoline,22.2,13.6,18.3,430,8600.0,26.54,5308.0,400,8000.0,0,Very High
Bmw,230i CABRIOLET,Subcompact,2.0,4,AS8,Z,Premium Gasoline,10.0,7.2,8.7,207,4140.0,12.61,2522.0,177,3540.0,0,Medium
Bmw,230i COUPE,Subcompact,2.0,4,AS8,Z,Premium Gasoline,9.8,6.8,8.4,197,3940.0,12.18,2436.0,167,3340.0,0,Medium
Bmw,230i COUPE,Subcompact,2.0,4,M6,Z,Premium Gasoline,11.1,7.3,9.4,219,4380.0,13.63,2726.0,189,3780.0,0,Medium
Bmw,230i xDRIVE CABRIOLET,Subcompact,2.0,4,AS8,Z,Premium Gasoline,10.5,7.4,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Bmw,230i xDRIVE COUPE,Subcompact,2.0,4,AS8,Z,Premium Gasoline,10.2,7.4,9.0,210,4200.0,13.05,2610.0,180,3600.0,0,Medium
Bmw,320i,Compact,2.0,4,AS8,Z,Premium Gasoline,10.0,6.5,8.4,200,4000.0,12.18,2436.0,170,3400.0,0,Medium
Bmw,320i,Compact,2.0,4,M6,Z,Premium Gasoline,10.2,6.7,8.6,202,4040.0,12.47,2494.0,172,3440.0,0,Medium
Bmw,320i xDRIVE,Compact,2.0,4,AS8,Z,Premium Gasoline,10.3,6.9,8.8,206,4120.0,12.76,2552.0,176,3520.0,0,Medium
Bmw,328d xDRIVE,Compact,2.0,4,AS8,D,Diesel,7.9,5.9,7.0,189,3780.0,11.2,2240.0,159,3180.0,1,Medium
Bmw,328d xDRIVE TOURING,Station Wagon - Small,2.0,4,AS8,D,Diesel,7.9,5.9,7.0,189,3780.0,11.2,2240.0,159,3180.0,1,Medium
Bmw,330i xDRIVE,Compact,2.0,4,AS8,Z,Premium Gasoline,10.5,7.4,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Bmw,330i xDRIVE GRAN TURISMO,Full-Size,2.0,4,AS8,Z,Premium Gasoline,10.5,7.4,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Bmw,330i xDRIVE TOURING,Station Wagon - Small,2.0,4,AS8,Z,Premium Gasoline,10.5,7.4,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Bmw,340i,Compact,3.0,6,AS8,Z,Premium Gasoline,11.1,7.8,9.6,224,4480.0,13.92,2784.0,194,3880.0,0,Medium
Bmw,340i,Compact,3.0,6,M6,Z,Premium Gasoline,12.2,8.2,10.4,242,4840.0,15.08,3016.0,212,4240.0,0,Medium
Bmw,340i xDRIVE,Compact,3.0,6,AS8,Z,Premium Gasoline,11.4,7.8,9.8,228,4560.0,14.21,2842.0,198,3960.0,0,Medium
Bmw,340i xDRIVE,Compact,3.0,6,M6,Z,Premium Gasoline,12.2,8.5,10.5,246,4920.0,15.22,3044.0,216,4320.0,0,Medium
Bmw,340i xDRIVE GRAN TURISMO,Full-Size,3.0,6,AS8,Z,Premium Gasoline,11.9,8.1,10.2,238,4760.0,14.79,2958.0,208,4160.0,0,Medium
Bmw,430i xDRIVE CABRIOLET,Subcompact,2.0,4,AS8,Z,Premium Gasoline,10.6,7.3,9.1,211,4220.0,13.19,2638.0,181,3620.0,0,Medium
Bmw,430i xDRIVE COUPE,Compact,2.0,4,AS8,Z,Premium Gasoline,10.5,7.4,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Bmw,430i xDRIVE GRAN COUPE,Compact,2.0,4,AS8,Z,Premium Gasoline,10.5,7.4,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Bmw,440i COUPE,Compact,3.0,6,AS8,Z,Premium Gasoline,11.1,7.8,9.6,224,4480.0,13.92,2784.0,194,3880.0,0,Medium
Bmw,440i COUPE,Compact,3.0,6,M6,Z,Premium Gasoline,12.2,8.2,10.4,242,4840.0,15.08,3016.0,212,4240.0,0,Medium
Bmw,440i xDRIVE CABRIOLET,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.9,8.1,10.2,238,4760.0,14.79,2958.0,208,4160.0,0,Medium
Bmw,440i xDRIVE COUPE,Compact,3.0,6,AS8,Z,Premium Gasoline,11.4,7.8,9.8,228,4560.0,14.21,2842.0,198,3960.0,0,Medium
Bmw,440i xDRIVE COUPE,Compact,3.0,6,M6,Z,Premium Gasoline,12.2,8.5,10.5,246,4920.0,15.22,3044.0,216,4320.0,0,Medium
Bmw,440i xDRIVE GRAN COUPE,Compact,3.0,6,AS8,Z,Premium Gasoline,11.4,7.8,9.8,228,4560.0,14.21,2842.0,198,3960.0,0,Medium
Bmw,530i xDRIVE,Mid-Size,2.0,4,AS8,Z,Premium Gasoline,10.5,7.4,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Bmw,540i xDRIVE,Mid-Size,3.0,6,AS8,Z,Premium Gasoline,11.4,7.8,9.8,228,4560.0,14.21,2842.0,198,3960.0,0,Medium
Bmw,640i xDRIVE CABRIOLET,Subcompact,3.0,6,AS8,Z,Premium Gasoline,12.4,8.4,10.6,249,4980.0,15.37,3074.0,219,4380.0,0,Medium
Bmw,640i xDRIVE GRAN COUPE,Compact,3.0,6,AS8,Z,Premium Gasoline,12.4,8.4,10.6,249,4980.0,15.37,3074.0,219,4380.0,0,Medium
Bmw,650i xDRIVE CABRIOLET,Subcompact,4.4,8,AS8,Z,Premium Gasoline,14.7,9.7,12.5,292,5840.0,18.12,3624.0,262,5240.0,0,High
Bmw,650i xDRIVE COUPE,Compact,4.4,8,AS8,Z,Premium Gasoline,13.8,9.1,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Bmw,650i xDRIVE GRAN COUPE,Compact,4.4,8,AS8,Z,Premium Gasoline,14.7,9.7,12.5,292,5840.0,18.12,3624.0,262,5240.0,0,High
Bmw,740Li xDRIVE,Full-Size,3.0,6,AS8,Z,Premium Gasoline,11.9,8.1,10.2,238,4760.0,14.79,2958.0,208,4160.0,0,Medium
Bmw,750i xDRIVE,Full-Size,4.4,8,AS8,Z,Premium Gasoline,13.8,9.1,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Bmw,750Li xDRIVE,Full-Size,4.4,8,AS8,Z,Premium Gasoline,14.7,9.7,12.5,292,5840.0,18.12,3624.0,262,5240.0,0,High
Bmw,ALPINA B6 xDRIVE GRAN COUPE,Compact,4.4,8,AS8,Z,Premium Gasoline,14.7,9.7,12.5,292,5840.0,18.12,3624.0,262,5240.0,0,High
Bmw,ALPINA B7 xDRIVE,Full-Size,4.4,8,AS8,Z,Premium Gasoline,14.7,9.7,12.5,292,5840.0,18.12,3624.0,262,5240.0,0,High
Bmw,M2,Subcompact,3.0,6,AM7,Z,Premium Gasoline,11.8,8.9,10.5,245,4900.0,15.22,3044.0,215,4300.0,0,Medium
Bmw,M2,Subcompact,3.0,6,M6,Z,Premium Gasoline,13.1,9.2,11.4,267,5340.0,16.53,3306.0,237,4740.0,0,High
Bmw,M240i CABRIOLET,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.1,7.8,9.6,224,4480.0,13.92,2784.0,194,3880.0,0,Medium
Bmw,M240i CABRIOLET,Subcompact,3.0,6,M6,Z,Premium Gasoline,12.2,8.2,10.4,242,4840.0,15.08,3016.0,212,4240.0,0,Medium
Bmw,M240i COUPE,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.1,7.8,9.6,224,4480.0,13.92,2784.0,194,3880.0,0,Medium
Bmw,M240i COUPE,Subcompact,3.0,6,M6,Z,Premium Gasoline,12.5,8.4,10.7,250,5000.0,15.51,3102.0,220,4400.0,0,High
Bmw,M240i xDRIVE CABRIOLET,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.4,7.8,9.8,228,4560.0,14.21,2842.0,198,3960.0,0,Medium
Bmw,M240i xDRIVE COUPE,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.4,7.8,9.8,228,4560.0,14.21,2842.0,198,3960.0,0,Medium
Bmw,M3,Compact,3.0,6,AM7,Z,Premium Gasoline,14.0,9.7,12.1,284,5680.0,17.54,3508.0,254,5080.0,0,High
Bmw,M3,Compact,3.0,6,M6,Z,Premium Gasoline,13.7,9.1,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Bmw,M4 CABRIOLET,Subcompact,3.0,6,AM7,Z,Premium Gasoline,14.1,9.6,12.1,283,5660.0,17.54,3508.0,253,5060.0,0,High
Bmw,M4 CABRIOLET,Subcompact,3.0,6,M6,Z,Premium Gasoline,13.7,9.1,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Bmw,M4 COUPE,Compact,3.0,6,AM7,Z,Premium Gasoline,14.0,9.7,12.1,284,5680.0,17.54,3508.0,254,5080.0,0,High
Bmw,M4 COUPE,Compact,3.0,6,M6,Z,Premium Gasoline,13.7,9.1,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Bmw,M6,Compact,4.4,8,AM7,Z,Premium Gasoline,17.2,11.6,14.7,343,6860.0,21.32,4264.0,313,6260.0,0,High
Bmw,M6,Compact,4.4,8,M6,Z,Premium Gasoline,16.2,10.9,13.8,324,6480.0,20.01,4002.0,294,5880.0,0,High
Bmw,M6 CABRIOLET,Subcompact,4.4,8,AM7,Z,Premium Gasoline,17.2,11.6,14.7,343,6860.0,21.32,4264.0,313,6260.0,0,High
Bmw,M6 CABRIOLET,Subcompact,4.4,8,M6,Z,Premium Gasoline,16.2,10.9,13.8,324,6480.0,20.01,4002.0,294,5880.0,0,High
Bmw,M6 GRAN COUPE,Compact,4.4,8,AM7,Z,Premium Gasoline,17.2,11.6,14.7,343,6860.0,21.32,4264.0,313,6260.0,0,High
Bmw,M6 GRAN COUPE,Compact,4.4,8,M6,Z,Premium Gasoline,16.2,10.9,13.8,324,6480.0,20.01,4002.0,294,5880.0,0,High
Bmw,M760i xDRIVE,Full-Size,6.6,12,AS8,Z,Premium Gasoline,17.7,11.9,15.1,355,7100.0,21.9,4380.0,325,6500.0,0,Very High
Bmw,X1 xDRIVE28i,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,10.5,7.4,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Bmw,X3 xDRIVE28d,Suv - Small,2.0,4,AS8,D,Diesel,8.7,7.1,8.0,211,4220.0,12.8,2560.0,181,3620.0,1,Medium
Bmw,X3 xDRIVE28i,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,11.1,8.5,10.0,233,4660.0,14.5,2900.0,203,4060.0,0,Medium
Bmw,X3 xDRIVE35i,Suv - Small,3.0,6,AS8,Z,Premium Gasoline,12.7,9.1,11.1,260,5200.0,16.1,3220.0,230,4600.0,0,High
Bmw,X4 M40i,Suv - Small,3.0,6,AS8,Z,Premium Gasoline,12.7,9.1,11.1,260,5200.0,16.1,3220.0,230,4600.0,0,High
Bmw,X4 xDRIVE28i,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,11.8,8.6,10.3,240,4800.0,14.94,2988.0,210,4200.0,0,Medium
Bmw,X5 M,Suv - Standard,4.4,8,AS8,Z,Premium Gasoline,16.6,12.1,14.6,341,6820.0,21.17,4234.0,311,6220.0,0,High
Bmw,X5 xDRIVE35d,Suv - Standard,3.0,6,AS8,D,Diesel,10.3,8.0,9.3,249,4980.0,14.88,2976.0,219,4380.0,1,Medium
Bmw,X5 xDRIVE35i,Suv - Standard,3.0,6,AS8,Z,Premium Gasoline,13.0,9.8,11.5,270,5400.0,16.68,3336.0,240,4800.0,0,High
Bmw,X5 xDRIVE50i,Suv - Standard,4.4,8,AS8,Z,Premium Gasoline,15.6,11.3,13.7,320,6400.0,19.86,3972.0,290,5800.0,0,High
Bmw,X6 M,Suv - Standard,4.4,8,AS8,Z,Premium Gasoline,16.6,12.1,14.6,341,6820.0,21.17,4234.0,311,6220.0,0,High
Bmw,X6 xDRIVE35i,Suv - Standard,3.0,6,AS8,Z,Premium Gasoline,13.0,9.8,11.5,270,5400.0,16.68,3336.0,240,4800.0,0,High
Bmw,X6 xDRIVE50i,Suv - Standard,4.4,8,AS8,Z,Premium Gasoline,15.6,11.3,13.7,320,6400.0,19.86,3972.0,290,5800.0,0,High
Buick,ENCLAVE,Suv - Standard,3.6,6,A6,X,Regular Gasoline,15.7,10.6,13.4,315,6300.0,19.43,3886.0,285,5700.0,0,High
Buick,ENCLAVE AWD,Suv - Standard,3.6,6,A6,X,Regular Gasoline,16.0,10.9,13.7,322,6440.0,19.86,3972.0,292,5840.0,0,High
Buick,ENCORE (LUV Engine),Suv - Small,1.4,4,AS6,X,Regular Gasoline,9.3,7.2,8.3,194,3880.0,12.04,2408.0,164,3280.0,0,Medium
Buick,ENCORE (LE2 Engine),Suv - Small,1.4,4,AS6,X,Regular Gasoline,8.6,7.1,7.9,185,3700.0,11.46,2292.0,155,3100.0,0,Medium
Buick,ENCORE AWD (LUV Engine),Suv - Small,1.4,4,AS6,X,Regular Gasoline,9.8,7.7,8.8,208,4160.0,12.76,2552.0,178,3560.0,0,Medium
Buick,ENCORE AWD (LE2 Engine),Suv - Small,1.4,4,AS6,X,Regular Gasoline,8.9,7.6,8.3,196,3920.0,12.04,2408.0,166,3320.0,0,Medium
Buick,ENVISION AWD,Suv - Small,2.5,4,A6,X,Regular Gasoline,11.1,8.4,9.9,232,4640.0,14.36,2872.0,202,4040.0,0,Medium
Buick,LACROSSE,Mid-Size,3.6,6,AS8,X,Regular Gasoline,11.2,7.5,9.5,224,4480.0,13.78,2756.0,194,3880.0,0,Medium
Buick,LACROSSE AWD,Mid-Size,3.6,6,AS8,X,Regular Gasoline,11.6,8.1,10.0,235,4700.0,14.5,2900.0,205,4100.0,0,Medium
Buick,REGAL,Mid-Size,2.0,4,AS6,Z,Premium Gasoline,11.5,8.0,9.9,233,4660.0,14.36,2872.0,203,4060.0,0,Medium
Buick,REGAL AWD,Mid-Size,2.0,4,AS6,Z,Premium Gasoline,12.1,8.9,10.7,250,5000.0,15.51,3102.0,220,4400.0,0,High
Buick,VERANO,Compact,2.4,4,AS6,X,Regular Gasoline,11.3,7.6,9.7,226,4520.0,14.06,2812.0,196,3920.0,0,Medium
Cadillac,ATS,Compact,2.0,4,AS8,Z,Premium Gasoline,10.6,7.7,9.3,217,4340.0,13.49,2698.0,187,3740.0,0,Medium
Cadillac,ATS,Compact,2.0,4,M6,Z,Premium Gasoline,11.8,8.0,10.1,236,4720.0,14.64,2928.0,206,4120.0,0,Medium
Cadillac,ATS,Compact,2.5,4,AS8,X,Regular Gasoline,10.7,7.4,9.2,216,4320.0,13.34,2668.0,186,3720.0,0,Medium
Cadillac,ATS,Compact,3.6,6,AS8,X,Regular Gasoline,11.6,8.0,10.0,234,4680.0,14.5,2900.0,204,4080.0,0,Medium
Cadillac,ATS AWD,Compact,2.0,4,AS8,Z,Premium Gasoline,10.8,7.9,9.5,222,4440.0,13.78,2756.0,192,3840.0,0,Medium
Cadillac,ATS AWD,Compact,3.6,6,AS8,X,Regular Gasoline,12.2,8.6,10.6,248,4960.0,15.37,3074.0,218,4360.0,0,Medium
Cadillac,ATS-V,Compact,3.6,6,AS8,Z,Premium Gasoline,13.9,9.4,11.9,279,5580.0,17.26,3452.0,249,4980.0,0,High
Cadillac,ATS-V,Compact,3.6,6,M6,Z,Premium Gasoline,14.4,10.4,12.6,295,5900.0,18.27,3654.0,265,5300.0,0,High
Cadillac,CT6,Full-Size,2.0,4,AS8,Z,Premium Gasoline,11.0,7.8,9.5,223,4460.0,13.78,2756.0,193,3860.0,0,Medium
Cadillac,CT6 AWD,Full-Size,3.0,6,AS8,Z,Premium Gasoline,13.0,9.1,11.2,263,5260.0,16.24,3248.0,233,4660.0,0,High
Cadillac,CT6 AWD,Full-Size,3.6,6,AS8,X,Regular Gasoline,12.8,8.8,11.0,259,5180.0,15.95,3190.0,229,4580.0,0,High
Cadillac,CTS,Mid-Size,2.0,4,AS8,Z,Premium Gasoline,11.0,7.8,9.5,223,4460.0,13.78,2756.0,193,3860.0,0,Medium
Cadillac,CTS,Mid-Size,3.6,6,AS8,X,Regular Gasoline,11.6,8.0,10.0,234,4680.0,14.5,2900.0,204,4080.0,0,Medium
Cadillac,CTS AWD,Mid-Size,2.0,4,AS8,Z,Premium Gasoline,11.2,8.2,9.8,229,4580.0,14.21,2842.0,199,3980.0,0,Medium
Cadillac,CTS AWD,Mid-Size,3.6,6,AS8,X,Regular Gasoline,12.2,8.6,10.6,248,4960.0,15.37,3074.0,218,4360.0,0,Medium
Cadillac,CTS Vsport,Mid-Size,3.6,6,AS8,Z,Premium Gasoline,15.0,9.9,12.7,299,5980.0,18.42,3684.0,269,5380.0,0,High
Cadillac,CTS-V,Mid-Size,6.2,8,AS8,Z,Premium Gasoline,16.5,11.1,14.0,329,6580.0,20.3,4060.0,299,5980.0,0,High
Cadillac,ESCALADE 4WD,Suv - Standard,6.2,8,A8,Z,Premium Gasoline,16.1,11.7,14.1,331,6620.0,20.44,4088.0,301,6020.0,0,High
Cadillac,XT5,Suv - Small,3.6,6,AS8,X,Regular Gasoline,12.1,8.6,10.5,245,4900.0,15.22,3044.0,215,4300.0,0,Medium
Cadillac,XT5 AWD,Suv - Small,3.6,6,AS8,X,Regular Gasoline,12.9,8.9,11.1,260,5200.0,16.1,3220.0,230,4600.0,0,High
Cadillac,XTS,Full-Size,3.6,6,AS6,X,Regular Gasoline,13.2,8.5,11.1,260,5200.0,16.1,3220.0,230,4600.0,0,High
Cadillac,XTS AWD,Full-Size,3.6,6,AS6,X,Regular Gasoline,13.7,9.0,11.6,272,5440.0,16.82,3364.0,242,4840.0,0,High
Cadillac,XTS Vsport AWD,Full-Size,3.6,6,AS6,Z,Premium Gasoline,15.0,10.3,12.8,299,5980.0,18.56,3712.0,269,5380.0,0,High
Chevrolet,CAMARO,Subcompact,2.0,4,AS8,Z,Premium Gasoline,10.9,7.7,9.5,222,4440.0,13.78,2756.0,192,3840.0,0,Medium
Chevrolet,CAMARO,Subcompact,2.0,4,M6,Z,Premium Gasoline,11.9,8.0,10.1,236,4720.0,14.64,2928.0,206,4120.0,0,Medium
Chevrolet,CAMARO,Subcompact,3.6,6,AS8,X,Regular Gasoline,12.3,8.6,10.6,249,4980.0,15.37,3074.0,219,4380.0,0,Medium
Chevrolet,CAMARO,Subcompact,3.6,6,M6,X,Regular Gasoline,14.4,8.4,11.7,274,5480.0,16.96,3392.0,244,4880.0,0,High
Chevrolet,CAMARO SS,Subcompact,6.2,8,AS8,Z,Premium Gasoline,14.2,8.7,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Chevrolet,CAMARO SS,Subcompact,6.2,8,M6,Z,Premium Gasoline,14.3,9.4,12.1,284,5680.0,17.54,3508.0,254,5080.0,0,High
Chevrolet,CAMARO ZL1,Subcompact,6.2,8,AS10,Z,Premium Gasoline,19.0,11.6,15.6,367,7340.0,22.62,4524.0,337,6740.0,0,Very High
Chevrolet,CAMARO ZL1,Subcompact,6.2,8,M6,Z,Premium Gasoline,17.2,12.0,14.9,349,6980.0,21.6,4320.0,319,6380.0,0,High
Chevrolet,CITY EXPRESS,Special Purpose Vehicle,2.0,4,AV,X,Regular Gasoline,9.8,9.0,9.4,220,4400.0,13.63,2726.0,190,3800.0,0,Medium
Chevrolet,COLORADO,Pickup Truck - Small,2.5,4,A6,X,Regular Gasoline,12.0,9.2,10.7,252,5040.0,15.51,3102.0,222,4440.0,0,High
Chevrolet,COLORADO,Pickup Truck - Small,2.5,4,M6,X,Regular Gasoline,12.2,9.2,10.9,254,5080.0,15.8,3160.0,224,4480.0,0,High
Chevrolet,COLORADO,Pickup Truck - Small,2.8,4,A6,D,Diesel,10.8,7.9,9.5,255,5100.0,15.2,3040.0,225,4500.0,1,High
Chevrolet,COLORADO,Pickup Truck - Small,3.6,6,A8,X,Regular Gasoline,13.4,9.6,11.7,274,5480.0,16.96,3392.0,244,4880.0,0,High
Chevrolet,COLORADO 4WD,Pickup Truck - Small,2.5,4,A6,X,Regular Gasoline,12.7,9.6,11.3,263,5260.0,16.39,3278.0,233,4660.0,0,High
Chevrolet,COLORADO 4WD,Pickup Truck - Small,2.8,4,A6,D,Diesel,12.1,8.4,10.4,280,5600.0,16.64,3328.0,250,5000.0,1,High
Chevrolet,COLORADO 4WD,Pickup Truck - Small,3.6,6,A8,X,Regular Gasoline,14.0,9.9,12.2,286,5720.0,17.69,3538.0,256,5120.0,0,High
Chevrolet,COLORADO ZR2 4WD,Pickup Truck - Small,2.8,4,A6,D,Diesel,12.5,10.7,11.7,315,6300.0,18.72,3744.0,285,5700.0,1,High
Chevrolet,COLORADO ZR2 4WD,Pickup Truck - Small,3.6,6,A8,X,Regular Gasoline,15.0,13.0,14.1,331,6620.0,20.44,4088.0,301,6020.0,0,High
Chevrolet,CORVETTE,Two-Seater,6.2,8,AS8,Z,Premium Gasoline,15.2,8.9,12.4,290,5800.0,17.98,3596.0,260,5200.0,0,High
Chevrolet,CORVETTE,Two-Seater,6.2,8,M7,Z,Premium Gasoline,14.2,9.0,11.9,278,5560.0,17.26,3452.0,248,4960.0,0,High
Chevrolet,CORVETTE Z06,Two-Seater,6.2,8,AS8,Z,Premium Gasoline,17.6,10.3,14.3,336,6720.0,20.74,4148.0,306,6120.0,0,High
Chevrolet,CORVETTE Z06,Two-Seater,6.2,8,M7,Z,Premium Gasoline,15.6,10.6,13.4,312,6240.0,19.43,3886.0,282,5640.0,0,High
Chevrolet,CRUZE,Compact,1.4,4,AS6,X,Regular Gasoline,7.9,5.9,7.0,165,3300.0,10.15,2030.0,135,2700.0,0,Medium
Chevrolet,CRUZE,Compact,1.4,4,M6,X,Regular Gasoline,8.3,6.0,7.3,170,3400.0,10.58,2116.0,140,2800.0,0,Medium
Chevrolet,CRUZE PREMIER,Compact,1.4,4,AS6,X,Regular Gasoline,8.1,6.0,7.2,169,3380.0,10.44,2088.0,139,2780.0,0,Medium
Chevrolet,CRUZE DIESEL,Compact,1.6,4,A9,D,Diesel,7.6,5.0,6.4,172,3440.0,10.24,2048.0,142,2840.0,1,Medium
Chevrolet,CRUZE DIESEL,Compact,1.6,4,M6,D,Diesel,7.7,4.5,6.3,169,3380.0,10.08,2016.0,139,2780.0,1,Medium
Chevrolet,CRUZE HATCHBACK,Compact,1.4,4,AS6,X,Regular Gasoline,8.1,6.2,7.3,172,3440.0,10.58,2116.0,142,2840.0,0,Medium
Chevrolet,CRUZE HATCHBACK,Compact,1.4,4,M6,X,Regular Gasoline,8.3,6.4,7.4,173,3460.0,10.73,2146.0,143,2860.0,0,Medium
Chevrolet,CRUZE HATCHBACK PREMIER,Compact,1.4,4,AS6,X,Regular Gasoline,8.4,6.4,7.5,176,3520.0,10.88,2176.0,146,2920.0,0,Medium
Chevrolet,EQUINOX,Suv - Small,2.4,4,A6,X,Regular Gasoline,11.0,7.5,9.4,221,4420.0,13.63,2726.0,191,3820.0,0,Medium
Chevrolet,EQUINOX FFV,Suv - Small,2.4,4,A6,X,Regular Gasoline,11.0,7.5,9.4,221,4420.0,13.63,2726.0,191,3820.0,0,Medium
Chevrolet,EQUINOX FFV,Suv - Small,2.4,4,A6,E,Ethanol (E85),15.6,11.0,13.6,223,4460.0,19.72,3944.0,193,3860.0,0,Medium
Chevrolet,EQUINOX,Suv - Small,3.6,6,A6,X,Regular Gasoline,14.1,9.7,12.1,285,5700.0,17.54,3508.0,255,5100.0,0,High
Chevrolet,EQUINOX AWD,Suv - Small,2.4,4,A6,X,Regular Gasoline,11.5,8.3,10.1,237,4740.0,14.64,2928.0,207,4140.0,0,Medium
Chevrolet,EQUINOX AWD FFV,Suv - Small,2.4,4,A6,X,Regular Gasoline,11.5,8.3,10.1,237,4740.0,14.64,2928.0,207,4140.0,0,Medium
